12DGR120tipp,0,999999
12DGR140tipp,0,999999
12DGR141tipp,0,999999
12DGR160tipp,0,999999
12DGR161tipp,0,999999
12DGR180tipp,0,999999
12DGR181tipp,0,999999
12PPDRtex,-999999,999999
12PPDRtpp,-999999,999999
12PPDStex,-999999,999999
12PPDStpp,-999999,999999
14GLUCANabcpp,0,999999
14GLUCANtexi,0,999999
23CAMPtex,-999999,999999
23CCMPtex,-999999,999999
23CGMPtex,-999999,999999
23CUMPtex,-999999,999999
23DAPPAt2pp,0,999999
23DAPPAtex,-999999,999999
23PDE2pp,0,999999
23PDE4pp,0,999999
23PDE7pp,0,999999
23PDE9pp,0,999999
26DAHtex,-999999,999999
2AGPA120tipp,0,999999
2AGPA140tipp,0,999999
2AGPA141tipp,0,999999
2AGPA160tipp,0,999999
2AGPA161tipp,0,999999
2AGPA180tipp,0,999999
2AGPA181tipp,0,999999
2AGPE120tipp,0,999999
2AGPE140tipp,0,999999
2AGPE141tipp,0,999999
2AGPE160tipp,0,999999
2AGPE161tipp,0,999999
2AGPE180tipp,0,999999
2AGPE181tipp,0,999999
2AGPEAT120,0,999999
2AGPEAT140,0,999999
2AGPEAT141,0,999999
2AGPEAT160,0,999999
2AGPEAT161,0,999999
2AGPEAT180,0,999999
2AGPEAT181,0,999999
2AGPG120tipp,0,999999
2AGPG140tipp,0,999999
2AGPG141tipp,0,999999
2AGPG160tipp,0,999999
2AGPG161tipp,0,999999
2AGPG180tipp,0,999999
2AGPG181tipp,0,999999
2AGPGAT120,0,999999
2AGPGAT140,0,999999
2AGPGAT141,0,999999
2AGPGAT160,0,999999
2AGPGAT161,0,999999
2AGPGAT180,0,999999
2AGPGAT181,0,999999
2DGLCNRx,0,999999
2DGLCNRy,0,999999
2DGULRx,0,999999
2DGULRy,0,999999
2MAHMP,0,999999
34dhpactex,-999999,999999
3AMPtex,-999999,999999
3CMPtex,-999999,999999
3GMPtex,-999999,999999
3HAD100,0,999999
3HAD120,0,999999
3HAD121,0,999999
3HAD140,0,999999
3HAD141,0,999999
3HAD160,0,999999
3HAD161,0,999999
3HAD180,0,999999
3HAD181,0,999999
3HAD40,0,999999
3HAD60,0,999999
3HAD80,0,999999
3HCINNMH,0,999999
3HPPPNH,0,999999
3KGK,0,999999
3NTD2pp,0,999999
3NTD4pp,0,999999
3NTD7pp,0,999999
3NTD9pp,0,999999
3OAR100,-999999,999999
3OAR120,-999999,999999
3OAR121,0,999999
3OAR140,-999999,999999
3OAR141,0,999999
3OAR160,-999999,999999
3OAR161,0,999999
3OAR180,-999999,999999
3OAR181,0,999999
3OAR40,-999999,999999
3OAR60,-999999,999999
3OAR80,-999999,999999
3OAS100,0,999999
3OAS120,0,999999
3OAS121,0,999999
3OAS140,0,999999
3OAS141,0,999999
3OAS160,0,999999
3OAS161,0,999999
3OAS180,0,999999
3OAS181,0,999999
3OAS60,0,999999
3OAS80,0,999999
3PEPTabcpp,0,999999
3PEPTtex,-999999,999999
3UMPtex,-999999,999999
42A12BOOXpp,0,999999
4HOXPACDtex,-999999,999999
4HTHRS,0,999999
4PCP,0,999999
4PCPpp,0,999999
4PEPTabcpp,0,999999
4PEPTtex,-999999,999999
5DGLCNR,-999999,999999
5DGLCNt2rpp,-999999,999999
5DGLCNtex,-999999,999999
5DOAN,0,999999
A5PISO,-999999,999999
AACPS1,0,999999
AACPS2,0,999999
AACPS3,0,999999
AACPS4,0,999999
AACPS5,0,999999
AACPS6,0,999999
AACPS7,0,999999
AACPS8,0,999999
AACPS9,0,999999
AACTOOR,0,999999
AADDGT,0,999999
AAMYL,0,999999
AAMYLpp,0,999999
AB6PGH,0,999999
ABTA,0,999999
ABUTD,0,999999
ABUTt2pp,0,999999
ABUTtex,-999999,999999
ACACCT,0,999999
ACACT1r,-999999,999999
ACACt2pp,-999999,999999
ACACtex,-999999,999999
ACALD,-999999,999999
ACALDtex,-999999,999999
ACALDtpp,-999999,999999
ACANTHAT,0,999999
ACBIPGT,0,999999
ACCOAC,0,999999
ACCOAL,0,999999
ACGAL1PPpp,0,999999
ACGAL1Ptex,-999999,999999
ACGALtex,-999999,999999
ACGAM1PPpp,0,999999
ACGAM1Ptex,-999999,999999
ACGAMK,0,999999
ACGAMT,0,999999
ACGAptspp,0,999999
ACGAtex,-999999,999999
ACGK,0,999999
ACGS,0,999999
ACHBS,0,999999
ACKr,-999999,999999
ACLS,0,999999
ACM6PH,0,999999
ACMAMUT,0,999999
ACMANAptspp,0,999999
ACMANAtex,-999999,999999
ACMUMptspp,0,999999
ACMUMtex,0,999999
ACNAMt2pp,0,999999
ACNAMtex,-999999,999999
ACNML,0,999999
ACOAD1f,-999999,999999
ACOAD2f,-999999,999999
ACOAD3f,-999999,999999
ACOAD4f,-999999,999999
ACOAD5f,-999999,999999
ACOAD6f,-999999,999999
ACOAD7f,-999999,999999
ACOAD8f,-999999,999999
ACOATA,-999999,999999
ACODA,0,999999
ACOLIPAtex,0,999999
ACONIs,-999999,999999
ACONMT,0,999999
ACONTa,-999999,999999
ACONTb,-999999,999999
ACOTA,-999999,999999
ACPS1,0,999999
ACS,0,999999
ACSERtex,-999999,999999
ACSERtpp,0,999999
ACt2rpp,-999999,999999
ACt4pp,0,999999
ACtex,-999999,999999
ADA,0,999999
ADCL,0,999999
ADCS,0,999999
ADD,0,999999
ADEt2rpp,-999999,999999
ADEtex,-999999,999999
ADK1,-999999,999999
ADK3,-999999,999999
ADK4,-999999,999999
ADMDC,0,999999
ADNCYC,0,999999
ADNK1,0,999999
ADNUC,0,999999
ADNt2pp_copy1,0,999999
ADNt2pp_copy2,-999999,999999
ADNtex,-999999,999999
ADOCBIK,0,999999
ADOCBLS,0,999999
ADOCBLabcpp,0,999999
ADOCBLtonex,0,999999
ADPRDP,0,999999
ADPT,0,999999
ADSK,0,999999
ADSL1r,-999999,999999
ADSL2r,-999999,999999
ADSS,0,999999
AGDC,0,999999
AGM3PA,0,999999
AGM3PApp,0,999999
AGM3PH,0,999999
AGM3Pt2pp,0,999999
AGM4PA,0,999999
AGM4PApp,0,999999
